,id_str,user_id,text,created_at,user_location,lang,entities_hashtags,entities_symbols,time_zone,location
456,1243437545909899265,147915270,"#ChineseVirus 
#ChineseBioterrorism 
#ChineseWuhanVirus 
#ChineseCoronaVirus 
China is the biggest enemy of #Mankind after #Islamic_radical_terrorism 
@UN needs to identify the problem andvwork to eliminate these nation from world map. https://t.co/96u2x9bh7c",2020-03-27 07:19:47,,en,"[{'text': 'ChineseVirus', 'indices': [0, 13]}, {'text': 'ChineseBioterrorism', 'indices': [15, 35]}, {'text': 'ChineseWuhanVirus', 'indices': [37, 55]}, {'text': 'ChineseCoronaVirus', 'indices': [57, 76]}, {'text': 'Mankind', 'indices': [108, 116]}, {'text': 'Islamic_radical_terrorism', 'indices': [123, 149]}]",[],,"Mumbai, India"
457,1243437576821731329,356104964,"Taiwan was the first country to take massive preparations.
India was close behind to do it https://t.co/RQFJH7AuqG",2020-03-27 07:19:54,,en,[],[],,Mumbai
458,1243437580521070595,64376671,"@nsitharaman madam, please do extend the Financial year ending to 30th June 2020 for individuals. Many people are stuck in the Corona Virus lock down. We are unable to go to our offices to attend to pending works. PLEASE CONSIDER THE REQUEST &amp; HELP PEOPLE LIKE US.",2020-03-27 07:19:55,,en,[],[],,India
459,1243437675341701121,83544085,You want  politics even in corona? Ok. Here it is. How come you forgot the revenge your idol modi took  swinginging xi ping on jhula at the sabarmati river front. Take some gobar out of your heads and put sense in that space. https://t.co/VMl4oP3I27,2020-03-27 07:20:18,,en,[],[],,Mirik (Darjeeling)
460,1243437811920859138,152188027,"@anubhavsinha Sir ! I am great admirer of your movie. For the God sake, don't provoke rather be united against Corona 🙏",2020-03-27 07:20:50,,en,[],[],,मायानगरी मुबंई
461,1243438050178301954,270348227,@CMOTamilNadu please do this in TN also. Lives are important than few traitors https://t.co/C2FlvCEo8N,2020-03-27 07:21:47,,en,[],[],,Punnapakkam
462,1243438223168131075,73650243,"@nakuTanthi @fitdelhigirl Either way people are gonna die of poverty. Not enough Money to test and save against corona, if infected.",2020-03-27 07:22:29,,en,[],[],,INDIA
463,1243438251693629446,1183386207574577154,Sir u r become like corona commetory. pls. get our gst dues from central .This is your right opportunity to clear ur political debt loan to shobakka n yediyurappa. One santosha stopping all releases to karnataka till he become CM of karnataka. https://t.co/2iSwNFdDxm,2020-03-27 07:22:35,,en,[],[],,
464,1243438283847159808,803549613940621313,"It is #ChineseVirusCorona, named after the place it originated from. Whats the fuss all about! https://t.co/n8PsP03GYf",2020-03-27 07:22:43,,en,"[{'text': 'ChineseVirusCorona', 'indices': [6, 25]}]",[],,Bangalore
465,1243438374108700673,212134287,"Uncle mana state lo IT companies, metro cities, international airports lekapovadam valla Corona control lo undi kani mi oa tho kadu....

Meeru chepinattu elections pettinte world lo ne first undedi.... https://t.co/YKKlHGumP9",2020-03-27 07:23:05,,en,[],[],,"Anantapur, India"
466,1243438465984811008,719104643653967874,"Who is tweeting , why don’t u &amp; u r mother and Jija spare few crores u got in PM fund , share a mini Amount of u r was till gotten wealth for country man https://t.co/rv4Bams1tA",2020-03-27 07:23:26,,en,[],[],,"Faridabad, India"
467,1243438500550230017,2240679487,"#coronaupdate 

Today’s Highlights !
#stayinformed #staysafe #stayhealthy #stayhome #corona #coronaindia #coronavirusinindia #indiafightscoronavirus #indialockdown2020 #usa #dontpanic #dontgiveup @ India https://t.co/Mdxe9VsmdZ",2020-03-27 07:23:35,,en,"[{'text': 'coronaupdate', 'indices': [0, 13]}, {'text': 'stayinformed', 'indices': [37, 50]}, {'text': 'staysafe', 'indices': [51, 60]}, {'text': 'stayhealthy', 'indices': [61, 73]}, {'text': 'stayhome', 'indices': [74, 83]}, {'text': 'corona', 'indices': [84, 91]}, {'text': 'coronaindia', 'indices': [92, 104]}, {'text': 'coronavirusinindia', 'indices': [105, 124]}, {'text': 'indiafightscoronavirus', 'indices': [125, 148]}, {'text': 'indialockdown2020', 'indices': [149, 167]}, {'text': 'usa', 'indices': [168, 172]}, {'text': 'dontpanic', 'indices': [173, 183]}, {'text': 'dontgiveup', 'indices': [184, 195]}]",[],,"New Delhi, India"
468,1243438547190927362,1233286020805861379,@NadeemKhan182 👍👍 Always wish the best for Pak. You natiion is just a microcosm of India. But fortunately in India everything is not done by few vested interests. Many areas in India is fighting Corona like my home state Kerala while some others do their religious shits.,2020-03-27 07:23:46,,en,[],[],,"Kolkata, India"
469,1243438593776861185,3790797972,"Thanks to our PM .He is one man army. Lage raho modi ji ham sabhi cooperate karenge. We are following the guidelines, Staying at home making social distances. Corona ko harane me hm honge kamyab ek din man h viswas pura h viswas.#aajtak #AnjanaOmKashyap",2020-03-27 07:23:57,,en,"[{'text': 'aajtak', 'indices': [229, 236]}, {'text': 'AnjanaOmKashyap', 'indices': [237, 253]}]",[],,
470,1243438722495811584,1004991600336855040,"Corona : Health Bulletin
@mysurucitycorp @Mysuru_Infra @mysuruvarthe @CivicMysore @Mysuru_district @MysuruCity_ @maisooru https://t.co/IEe5DPteWb",2020-03-27 07:24:28,,en,[],[],,Mysuru
471,1243439011982528512,2801379562,"CV-19 Thots : No DAILY news paper. News hdlines on Corona unstedy like, ""Day 3 Lockdown : Corona spread checked"".Later it reads, ""Corona Spreading"".Then variation of figs. It seems active cases in India at10 AM 27/3 is 640 WHCH means 248 new cases from 23rd March when it was 492",2020-03-27 07:25:37,,en,[],[],,Delhi
472,1243439048867418117,1374302826,"Stay Home, Stay Safe !
India Fights Against Corona !! @ Chennai, India https://t.co/YGQYzSbrjM",2020-03-27 07:25:45,,en,[],[],,"Chennai , India"
473,1243439065254342657,706911558505537541,"Railway closed trains can be used for quarantine homes so that instant building time and energy can be used to fight corona.
@RailMinIndia @PiyushGoyal @PMOIndia @narendramodi @CMOGuj @CMOMaharashtra @CMOfficeUP 

#ihatechina #ChineseVirus19 #Isupporttrump #StayHomeSaveLives",2020-03-27 07:25:49,,en,"[{'text': 'ihatechina', 'indices': [214, 225]}, {'text': 'ChineseVirus19', 'indices': [226, 241]}, {'text': 'Isupporttrump', 'indices': [242, 256]}, {'text': 'StayHomeSaveLives', 'indices': [257, 275]}]",[],,"Gujarat, India"
474,1243439165968023553,4364474478,"My Father says in his words with a message to stay at home during lockdown period to combat the deadly Corona Virus.
#StayHomeStaySafe
#IndiaBattlesCoronavirus https://t.co/wRDgKyki0T",2020-03-27 07:26:13,,en,"[{'text': 'StayHomeStaySafe', 'indices': [117, 134]}, {'text': 'IndiaBattlesCoronavirus', 'indices': [135, 159]}]",[],,"Bolangir, Odisha"
475,1243439185018548224,2864354749,Please observe the flowers falling off Lord Murudeshwara's head when the priest prays  please Lord rid this Nation and World of the Corona virus 🙏 https://t.co/0iGtdfrBzM,2020-03-27 07:26:18,,en,[],[],,
476,1243439185547030533,1243436114616041474,https://t.co/SHxvek2LKq If you don't know how coronavirus spread and How we can protect to this virus see this.  All about on CoronaVirus.  This becomes serious so we need to stay in our home following this inspection. Please,2020-03-27 07:26:18,,en,[],[],,"Mathura, India"
477,1243439207353221120,100272410,"Battle to save a town from clutches of corona
 https://t.co/0QwfSj1EfB
Download the TOI app now:
https://t.co/0f8O3Xedwc",2020-03-27 07:26:23,,en,[],[],,
478,1243439213527224321,269609686,"@PrakashJavdekar @narendramodi @DDNational This is one of great step taken by you sir
Government's all small small efforts towards fight for Corona is really appreciable.
Thank you",2020-03-27 07:26:25,,en,[],[],,"Unjha, India"
479,1243439229759152129,1027510935429083137,"https://t.co/hwgFLfkfY6 [India: This drug proved to be effective in the treatment of Corona, price hiked by 3 times 1078440] is good,have a look at it!
CHLOROQUINE DIAN GOLIAN HI CORONA DA ELAAZ HAI. WADHU TON WADHU LAIKE RAKHO TE DOOSRIAN NU DASSO BHAI.",2020-03-27 07:26:29,,en,[],[],,"MOGA, PUNJAB, INDIA."
480,1243439301922152452,1220605318259826688,"@prdjharkhand 
State govt fedration JHAMFCOFED k staff ko 9 months se salary nai mili h....hum corona se kaise lade..??
#please go through the letter ....
For more details please contact me on 7992435581 https://t.co/JZwhbKw5IQ",2020-03-27 07:26:46,,en,"[{'text': 'please', 'indices': [120, 127]}]",[],,Ranchi
481,1243439313653620737,100272410,"Cash transfers, free foodgrains for poor in Rs 1.7 lakh crore coronavirus package
 https://t.co/EiAOxKQCU7
Download the TOI app now:
https://t.co/0f8O3Xedwc",2020-03-27 07:26:49,,en,[],[],,
482,1243439399066427394,134748249,Are yaar. Corona virus is not a new virus.  🤦🏻‍♀️🤦🏻‍♀️ People need to stop forwarding this shit. https://t.co/1TfwkMtlBt,2020-03-27 07:27:09,,en,[],[],,"Bengaluru, India"
483,1243439461574127622,864429365869805569,"Read the thread, really informative 👏👏 https://t.co/FHz2LsM8cL",2020-03-27 07:27:24,,en,[],[],,"New Delhi, India"
484,1243439488166215680,57613901,"#Corona changing #Globe (3/thread)

Before antibiotics, treatment of infectious bacterial diseases by infusing blood of recovered patients into those with infection experimented. This was tried against #H1NInfluenza, #SARS &amp; #MERS with marginal success. 

https://t.co/oL8Ny0XhKD",2020-03-27 07:27:30,,en,"[{'text': 'Corona', 'indices': [0, 7]}, {'text': 'Globe', 'indices': [17, 23]}, {'text': 'H1NInfluenza', 'indices': [202, 215]}, {'text': 'SARS', 'indices': [217, 222]}, {'text': 'MERS', 'indices': [229, 234]}]",[],,New Delhi / Pune 
485,1243439521003257856,792609107979087872,"I request all the countrymen that all of you are at your home and people should follow the
Lockdown completely so that with the help of people , there is maximum help and the Corona virus can be defeated. https://t.co/eMfkScIboX",2020-03-27 07:27:38,,en,[],[],,"Shahjahanpur, India"
486,1243439828781297665,1417147008,Thankyou @RBI👍✌&amp; offcourse for Thanks to the Ministry of Finance for the Corona package👏@nsitharaman💪 https://t.co/PckUcm7kYt,2020-03-27 07:28:51,,en,[],[],,"Cochin, India"
487,1243439856065417216,847523545,"Why Chinese Aircrafts entering into Taiwans space and South Koreans air space ?
Why china frequently blocks meeting on CoronaVirus at UN Security Council ?
 @UN @UNESCO @ChinaDaily @ChineseEmbinUS @POTUS
@realDonaldTrump #COVIDIOT #CoronaVillains #Corona  https://t.co/l0RCWWjbyi",2020-03-27 07:28:58,,en,"[{'text': 'COVIDIOT', 'indices': [221, 230]}, {'text': 'CoronaVillains', 'indices': [231, 246]}, {'text': 'Corona', 'indices': [247, 254]}]",[],,"Tirupati, India"
488,1243440098219302912,53608013,"Do you knkw that
HOW CHINA TRAPPED WORLD IN CORONA VIRUS ?

Here is Answer... 👇👇 https://t.co/f2BttzVrc7",2020-03-27 07:29:56,,en,[],[],,YamunaNagar
489,1243440173402083334,960930321268002816,"#GodMorningFirday
#सत्संग_से_अद्भुतलाभ
Only Sant Rampal Ji Maharaj ji can end the corona epidemic, so its our appeal to the Prime Minister of India to pray to @SaintRampalJiM
#NarendraModi
 https://t.co/wQM4LC4oFA",2020-03-27 07:30:13,,en,"[{'text': 'GodMorningFirday', 'indices': [0, 17]}, {'text': 'सत्संग_से_अद्भुतलाभ', 'indices': [18, 38]}, {'text': 'NarendraModi', 'indices': [175, 188]}]",[],,"भायंदर पश्चिम, मुंबई"
490,1243440723921264641,95928872,"@rsprasad @mygovindia @NitishKumar @SushilModi @BJP4Bihar @irvpaswan @cmsbihar @rsprasad @dm_patna @DrPremKrBihar   sir my family is in bihar ( Patna Gardanibagh) &amp; Gaya (airport road) as per them all the grocery shops nearby have stock out the  grocery. Please help them
#21daylockdown 
#Corona",2020-03-27 07:32:25,,en,"[{'text': '21daylockdown', 'indices': [276, 290]}, {'text': 'Corona', 'indices': [292, 299]}]",[],,India
491,1243440724072259584,273191208,"@velociraptor_08 And ppl still believe Karnataka cases are few. 
The theory is no testing, no corona",2020-03-27 07:32:25,,en,[],[],,
492,1243440772805881859,562332825,"Corona delivery boy 😷
@ImSid__ @Are_wah @Madan_Chikna @rjraunac @delhichatter @Rofl_Rupani @RoflGandhi_ @ChinaDaily @chitralekhamag https://t.co/g2K407MMU5",2020-03-27 07:32:36,,en,[],[],,"Deesa, India"
493,1243440783853637632,1239119264973537280,"@RealSachin95 if US completely locks down, suicides due to financial crisis will be more than Corona deaths.....",2020-03-27 07:32:39,,en,[],[],,"Gurgaon, India"
494,1243440935997849600,19791947,"@chetan54021122 @rushabh_doshi24 That’s not how mortality rate is calculated. It’s not basis closed cases, but total affected vs. no. of deaths. No country has peaked at a 30% death rate with Corona virus, the last time the world saw such high mortality rates of 30-40% was from Ebola.",2020-03-27 07:33:15,,en,[],[],,Mumbai
495,1243440965127290880,930680856112521216,"@BiIndia @ArvindKejriwal Thanks KEJRIWALJI. Let us all fight to stop spread of fatal Corona. Self protection and social isolation are two major factors to kill this invisible killer virus . India is doing well.  Bengal, Maharastra, Delhi &amp; kerala where many migrated ,are performing well untill today.",2020-03-27 07:33:22,,en,[],[],,"Kolkata, India"
496,1243441020202700801,193164807,@sardesairajdeep @MamataOfficial She behaves more like a school teacher than a CM. She was the one who said Modi govt is corona threat to divert attention of the country from delhi riots. All photo opportunities.,2020-03-27 07:33:35,,en,[],[],,india
497,1243441155187990530,2286417703,@Sushma20274460 Thinking about Corona?,2020-03-27 07:34:08,,en,[],[],,"Bengaluru South, India"
498,1243441163392016384,1429334978,"@AMITABHTHAKUR21 
Sir, Pl help to reach out us and shift from Mumbai to Odisha home town at earliest. We all r fine. In Mumbai Corona Spreading very fast. Pl help us to shift. 35 no.s young professionals we r here. 
@CMO_Odisha https://t.co/zB57B3waAt",2020-03-27 07:34:10,,en,[],[],,"Bhubaneshwar, India"
499,1243441171214389248,106898918,Suspected Corona Virus case in the house behind my mum’s. I’m crawling up the walls because of anxiety!,2020-03-27 07:34:11,,en,[],[],,📍New Delhi/Gurgaon ❤️ London
500,1243441249803292677,2443754550,"How dare he??? 
What @OfficeofUT @CMOMaharashtra @AUThackeray are doing?? 
@HMOIndia @MumbaiPolice @nashikpolice @Dev_Fadnavis @BJP4Maharashtra @poonam_mahajan @sambitswaraj @gauravbh @goelgauravbjp @ippatel @KapilMishra_IND @TajinderBagga https://t.co/pH0kbepAql",2020-03-27 07:34:30,,en,[],[],,Ballia Uttar Predesh
501,1243441279091879944,95928872,"@SushilModi @NitishKumar @SushilModi @BJP4Bihar @irvpaswan @cmsbihar @rsprasad @dm_patna @DrPremKrBihar   sir my family is in bihar ( Patna Gardanibagh) &amp; Gaya (airport road) as per them all the grocery shops nearby have stock out the  grocery. Please help them
#21daylockdown 
#Corona",2020-03-27 07:34:37,,en,"[{'text': '21daylockdown', 'indices': [266, 280]}, {'text': 'Corona', 'indices': [282, 289]}]",[],,India
502,1243441298930987008,2306766398,Corona scare? Take care! https://t.co/FAMvflo0lv,2020-03-27 07:34:42,,en,[],[],,Bengaluru.
503,1243441465679732736,1159420906738835459,"No corona,follow a health tip as precaution,I gurantee to save u,it is ancient ayurvedic bath nd examinee frm years
1.Take chilled water at least 5 mugs put on ur head
2.Start bath wid hot water starting frm legs to head
4. Mustered oil in nose
@narendramodi https://t.co/S2qShlwJqy",2020-03-27 07:35:22,,en,[],[],,
504,1243441535875600384,326711526,# India fights  corona  Shortness of Breath  with cough fever needs to be seriously  investigated  Main  is shortness of breath  fatigue  muscle pain,2020-03-27 07:35:38,,en,[],[],,"Punjab, India"
505,1243441733347627008,18626315,Excellent article - the pyramid seems to have reversed in the time of Corona. I hope post Corona we respect everyone who works for the society. https://t.co/F99l6L1m43,2020-03-27 07:36:25,,en,[],[],,Bangalore
506,1243441810812227585,2240256643,"@watdehel Only people come from abroad have been tested .in Rest of population of 130crore ,if only 10% e.g.13crores sampling is done ,if 1% is found to have Corona , the fig of 13lakhs is devastating for India.",2020-03-27 07:36:44,,en,[],[],,
507,1243441948595236864,60649871,"Prayer in the time of Corona... People maintain safe distance during Friday prayers outside Kolkata's principal mosque, Nakhoda Masjid, where, for the first time in the nearly 200 years of its existence, congregation was banned and doors were locked. @CNNnews18 @news18dotcom https://t.co/NC5RqN9Huy",2020-03-27 07:37:17,,en,[],[],,"Kolkata, India"
508,1243442071853096960,1196129427379245056,So funny 😂 #bbdubs #bbkivines #bhuvanbam #ankitbam21 #StayHomeSaveLives #twitter #funny #comedy #Likee #clapforNHS #COVID2019 #BheemforRamaraju #CoronaVillains #ShareTheLoad #Corona #StaySafe #COVID #FridayThoughts #rbigovernor #LikeForLikes #ViratKohli https://t.co/5cbGFUFQAC,2020-03-27 07:37:46,,en,"[{'text': 'bbdubs', 'indices': [11, 18]}, {'text': 'bbkivines', 'indices': [19, 29]}, {'text': 'bhuvanbam', 'indices': [30, 40]}, {'text': 'ankitbam21', 'indices': [41, 52]}, {'text': 'StayHomeSaveLives', 'indices': [53, 71]}, {'text': 'twitter', 'indices': [72, 80]}, {'text': 'funny', 'indices': [81, 87]}, {'text': 'comedy', 'indices': [88, 95]}, {'text': 'Likee', 'indices': [96, 102]}, {'text': 'clapforNHS', 'indices': [103, 114]}, {'text': 'COVID2019', 'indices': [115, 125]}, {'text': 'BheemforRamaraju', 'indices': [126, 143]}, {'text': 'CoronaVillains', 'indices': [144, 159]}, {'text': 'ShareTheLoad', 'indices': [160, 173]}, {'text': 'Corona', 'indices': [174, 181]}, {'text': 'StaySafe', 'indices': [182, 191]}, {'text': 'COVID', 'indices': [192, 198]}, {'text': 'FridayThoughts', 'indices': [199, 214]}, {'text': 'rbigovernor', 'indices': [215, 227]}, {'text': 'LikeForLikes', 'indices': [228, 241]}, {'text': 'ViratKohli', 'indices': [242, 253]}]",[],,"Roorkee, India"
509,1243442334215188481,1156439247500349440,"@BJP4India @narendramodi @nsitharaman @ianuragthakur @FinMinIndia @PMOIndia We altogether can easily fight against Corona virus. But we have many Black sheeps in our country, who always try to break India into pieces. Because Congress and other local political parties have understood that they can't come back in power in Central. So they want to",2020-03-27 07:38:49,,en,[],[],,
510,1243442573890310145,39454122,"Delhi Govt has planned for scenerio of 100/500/1000 Corona cases per day, from beds-ICU-Ambulances to req tests
On 26/3 Delhi Govt provided cooked food to 20000 people, 27/3 it will be 2 lac n on 28/3 4 lac, using shelter home/school.Asked AAP MLA to distribute food in their area https://t.co/xR66oTeJ4m",2020-03-27 07:39:46,,en,[],[],,"Delhi, India"
511,1243442727917744128,1220402485,Sister seems to have corona and is standing in public distance👍👍 https://t.co/zXaierEmNX,2020-03-27 07:40:23,,en,[],[],,Adarsh nagar new delhi
512,1243442762910818310,458506910,"@JayantiRavi @PS_HFWD_GUJ 
Is this good? That we don't have any #corona positive case since some hours?
Whom you have not tested,
they are running out of your Radar.
How you will found no. of hiding peoples?
Just think! This might possible 
@CMOGuj @MoHFW_INDIA 
@vijayrupanibjp",2020-03-27 07:40:31,,en,"[{'text': 'corona', 'indices': [64, 71]}]",[],,"Ahmadabad City, India"
513,1243442947099488256,16851793,My backup internet - #JioFi device battery is bulged. @JioCare is it safe to use it? How to get it fixed in Bengaluru during #Corona #Lockdown? https://t.co/FcitMA1K42,2020-03-27 07:41:15,,en,"[{'text': 'JioFi', 'indices': [21, 27]}, {'text': 'Corona', 'indices': [125, 132]}, {'text': 'Lockdown', 'indices': [133, 142]}]",[],,"Bengaluru, India"
514,1243443108244623365,996839952372482048,"@bitbns @coin__giveaway @Contest_in @contest_world @QuizCrypto 1.Corona
2.Virus
3. China
4. Sanitizer
5. Lockdown
6. Handwash
7. Isolate
8. Quarantine
9. Covid
10. Cob https://t.co/CS4Sv1inSm",2020-03-27 07:41:53,,en,[],[],,
515,1243443701638029313,307584653,"Missing annual #gangaur procession! 😔

#Corona, you better get lost soon! 😡",2020-03-27 07:44:15,,en,"[{'text': 'gangaur', 'indices': [15, 23]}, {'text': 'Corona', 'indices': [39, 46]}]",[],,"Staying Home, Saving Lives!"
516,1243443850573578240,34897814,StayHome and Stay safe guys 🙏keep blessing #CoronaNoPrecautionYes #StayAtHome #QuarantineAndChill #HighRiskCOVID19 #CoronaVirus #Hardev #opticals #gurgaon #2020#corona #covid_19… https://t.co/Ye6XhABQI1,2020-03-27 07:44:50,,en,"[{'text': 'CoronaNoPrecautionYes', 'indices': [43, 65]}, {'text': 'StayAtHome', 'indices': [66, 77]}, {'text': 'QuarantineAndChill', 'indices': [78, 97]}, {'text': 'HighRiskCOVID19', 'indices': [98, 114]}, {'text': 'CoronaVirus', 'indices': [115, 127]}, {'text': 'Hardev', 'indices': [128, 135]}, {'text': 'opticals', 'indices': [136, 145]}, {'text': 'gurgaon', 'indices': [146, 154]}, {'text': 'covid_19', 'indices': [168, 177]}]",[],,Gurgaon 
517,1243444323179323392,2148429324,@INCIndia how much money you r donating for fight with corona virus #ChineseVirus19,2020-03-27 07:46:43,,en,"[{'text': 'ChineseVirus19', 'indices': [68, 83]}]",[],,
518,1243444380784037888,1242469180546273280,"Survive jitna tha so abb khatm ho raha h plz. Sir help us also.. Plzz sir ye messeg CM sir tak jaruur pahuchaiye..
Request to u . 
Help zee news to provide this information to the government of Delhi..
So we can survive in this corona fight.
Mr.Ganesh prasad yadav
Auto driver.",2020-03-27 07:46:57,,en,[],[],,"Vasundhara Enclave, New Delhi"
519,1243444504079695877,1012175075007590400,"To fight with covid19 ..
We should break the chain of Corona virus ..
Plzzz gher par rookiye apne liye apno k liye ...",2020-03-27 07:47:26,,en,[],[],,"New Delhi, India"
520,1243444591140802562,4872122700,"China has been accused by the U.S of being slow to react to the  corona virus
Read https://t.co/rDCjfoe2jM
.
.
.
#corona #Covid_19india #AmericanVirus #2019nCoV",2020-03-27 07:47:47,,en,"[{'text': 'corona', 'indices': [113, 120]}, {'text': 'Covid_19india', 'indices': [121, 135]}, {'text': 'AmericanVirus', 'indices': [136, 150]}, {'text': '2019nCoV', 'indices': [151, 160]}]",[],,"New Delhi, India"
521,1243444604059308034,265486782,"#Mahabharat against Corona Virus in my #INDIA ( #BHARAT )

#CoronavirusLockdown 
#21daysLockdown 
#Covid19Out 
#coronavirus 
#CurfewInIndia 
#CoronavirusOutbreak 
#CoronavirusPandemic 
#Corona #Virus

#विपुलकृष्णा
#vipulkrishna
#vk
#VIPULKRISHNAVK https://t.co/JJbbdCSyRH",2020-03-27 07:47:50,,en,"[{'text': 'Mahabharat', 'indices': [0, 11]}, {'text': 'INDIA', 'indices': [39, 45]}, {'text': 'BHARAT', 'indices': [48, 55]}, {'text': 'CoronavirusLockdown', 'indices': [59, 79]}, {'text': '21daysLockdown', 'indices': [81, 96]}, {'text': 'Covid19Out', 'indices': [98, 109]}, {'text': 'coronavirus', 'indices': [111, 123]}, {'text': 'CurfewInIndia', 'indices': [125, 139]}, {'text': 'CoronavirusOutbreak', 'indices': [141, 161]}, {'text': 'CoronavirusPandemic', 'indices': [163, 183]}, {'text': 'Corona', 'indices': [185, 192]}, {'text': 'Virus', 'indices': [193, 199]}, {'text': 'विपुलकृष्णा', 'indices': [201, 213]}, {'text': 'vipulkrishna', 'indices': [214, 227]}, {'text': 'vk', 'indices': [228, 231]}, {'text': 'VIPULKRISHNAVK', 'indices': [232, 247]}]",[],,"Yamunanagar, India"
522,1243444694891163649,1012224516435480578,@inquestioner @VazeIndian It wd have happened....corona gave modi an escape route.,2020-03-27 07:48:12,,en,[],[],,
523,1243444739615019009,1120233162917974016,@zarekarshailesh Heheheheh... even in this corona outbreak... my house comprises of way more inhalers than sanitizers 🤣🤣🤣,2020-03-27 07:48:22,,en,[],[],,Yahi kahi...tere dil me 
524,1243444875783106560,964492425132572672,He has 3 wives and 16 children's.. https://t.co/wio5CKzGpT,2020-03-27 07:48:55,,en,[],[],,"Bengaluru, India"
525,1243444895869632512,854373536864976896,@SujoyBarg07 @AaronFinch5 Gom paisu.... but now everyone want to get rid of Corona 1st😢,2020-03-27 07:48:59,,en,[],[],,Assam.India
526,1243445147922075649,1555092620,Do you think Government is doing good to get rid of Corona Virus?,2020-03-27 07:50:00,,en,[],[],,"Kolkata, India"
527,1243445386477527040,805470758302400513,Great work https://t.co/PFKq1vNIru,2020-03-27 07:50:56,,en,[],[],,"Kolkata, India"
528,1243445452122419203,1236445640931958787,"LOCKDOWN IS VERY IMPORTANT..
BECAUSE CORONA VIRUSES ESALY SPIRIT https://t.co/mdjldzJVJf",2020-03-27 07:51:12,,en,[],[],,"Rajasthan, India"
529,1243445618476892161,58171487,"We're Not Prepard #India. #Corona Helpline nos aren't workin at all.
#coronavirusindia #StayAwareStaySafe #COVID19 @narendramodi @PMOIndia @myogiadityanath @MoHFW_INDIA #IndiaFightsCorona @DrHVoffice
@drharshvardhan

https://t.co/cMtzfYxCR8",2020-03-27 07:51:52,,en,"[{'text': 'India', 'indices': [18, 24]}, {'text': 'Corona', 'indices': [26, 33]}, {'text': 'coronavirusindia', 'indices': [69, 86]}, {'text': 'StayAwareStaySafe', 'indices': [87, 105]}, {'text': 'COVID19', 'indices': [106, 114]}, {'text': 'IndiaFightsCorona', 'indices': [169, 187]}]",[],,India
530,1243445685560598528,1241997276320378886,Helping wife in kitchen and enjoying Corona#stayhomestaysafe#,2020-03-27 07:52:08,,en,[],[],,
531,1243445733241454594,1030417694,Need not worry .We are capable of achieving much higher growth rate when the situation returns to normalcy .Need of the our is to tackle the corona problems.Our govt and RBI have taken proactive steps for fiscal sustainability. Let us hope for the best . https://t.co/a4fmchCWWq,2020-03-27 07:52:19,,en,[],[],,"जमशेदपुर, भारत"
532,1243445755240734720,901497808733085700,"From now on, can we rename Indian Commies as ""ChinaVirus II"" as Corona is ChinaVirus I ?",2020-03-27 07:52:24,,en,[],[],,India
533,1243445772227469315,3250265510,"World motham corona bayamtho lockdown
 Annemo Friday court bayamtho lock down anthe @inturipunch @geethahappy @ActivistTdp @ncbn @naralokesh",2020-03-27 07:52:28,,en,[],[],,dreamland
534,1243445794306273281,370320821,Corona delivery Boy Swiggy and Zomato se bhi fast. https://t.co/Ih9PLNDNPX,2020-03-27 07:52:34,,en,[],[],,"Ahmadabad City, India"
535,1243445921813315586,71773815,#Corona tablets available in the market now. I doubt it's for #COVIDー19 https://t.co/eFdQ1Zd75N,2020-03-27 07:53:04,,en,"[{'text': 'Corona', 'indices': [0, 7]}, {'text': 'COVIDー19', 'indices': [62, 71]}]",[],,"Surat, India"
536,1243445942369406979,2881011092,Due to Corona Virus!!?? No traffic on Roads!!?? So 100% Dust Is Controlled!!!?? Really Very Clean Atmosphere!!!?? Thanks to Corona Effect!!!?? 100% Swachbharath!!!?? One should learn the importance of Cleanlyness!? @narendramodi,2020-03-27 07:53:09,,en,[],[],,
537,1243445949877202944,844820313313427456,@AaronFinch5 What would you like to say due to corona virus ?,2020-03-27 07:53:11,,en,[],[],,"Shahjahanpur, India"
538,1243446034715439105,860735438297935872,@VSReddy_MP @PMOIndia whether volunteersystem of Ap govt helps the people or corona viruse? because volunteer visits 50 house's .If unfortunately they meet viticms unknowingly.covid-19 spreads very easily through these chain.kerala runs the Champaign of break the chain  @ComradeMallu,2020-03-27 07:53:31,,en,[],[],,"Kakinada, India"
539,1243446100989603841,4713267954,"We need to do our part in protecting our country and our loved ones. So, please be at home and stay safe to avoid getting infected from Corona Virus and follow all directions said by Central &amp; State Gov. @PMOIndia @TelanganaCMO @hydcitypolice @republic @BJP4India @trspartyonline",2020-03-27 07:53:47,,en,[],[],,"Hyderabad, India"
540,1243446246326636545,840181666698137601,@SrBachchan dearest Angel amidst all the Corona posts’ generated stress.. enjoy this👇🏻 #StayHomeIndia #lockdown #QuarantineLife #ABEFTEAM @sureshjumani @Ashabachchan @iam_Jitu @sapnaasandilyaa @VikasbansalEF @StLouisgirl123 @Ravi_AB_EF https://t.co/nVLql57fbX,2020-03-27 07:54:21,,en,"[{'text': 'StayHomeIndia', 'indices': [87, 101]}, {'text': 'lockdown', 'indices': [102, 111]}, {'text': 'QuarantineLife', 'indices': [112, 127]}, {'text': 'ABEFTEAM', 'indices': [128, 137]}]",[],,"Rajasthan, India"
