,id_str,user_id,text,created_at,entities,user_location,lang,time_zone,location
0,1243216779750436866,771813582,"@Swamy39 @smartpraki Corona is born, nurtured and spread by China. It's antidote is also with China. They have now contained it but made sure it spread worldwide. They are now the greatest enemy of human race. All countries worldwide should unite to isolate China.",2020-03-26 16:42:32,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Swamy39', 'name': 'Subramanian Swamy', 'id': 60937837, 'id_str': '60937837', 'indices': [0, 8]}, {'screen_name': 'smartpraki', 'name': 'Prakash iyer', 'id': 242222888, 'id_str': '242222888', 'indices': [9, 20]}], 'urls': []}",,en,,India
1,1243216890329272320,587599466,"Was talking to someone from chennai and when asked how is Corona affecting lives and about any hardships.
He nonchalantly replied we have endured karuna and survived,  corona can b survive easily. 
@maapsindia @rspchary @SreenivasanJain @PrashantKishor @Mahesh10816 @shreikanth",2020-03-26 16:42:59,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maapsindia', 'name': 'Maps', 'id': 15493990, 'id_str': '15493990', 'indices': [198, 209]}, {'screen_name': 'rspchary', 'name': 'Partha R Chary🇮🇳', 'id': 232428527, 'id_str': '232428527', 'indices': [210, 219]}, {'screen_name': 'SreenivasanJain', 'name': 'Sreenivasan Jain', 'id': 374526155, 'id_str': '374526155', 'indices': [220, 236]}, {'screen_name': 'PrashantKishor', 'name': 'Prashant Kishor', 'id': 964875685872525313, 'id_str': '964875685872525313', 'indices': [237, 252]}, {'screen_name': 'Mahesh10816', 'name': 'Mahesh 🇮🇳', 'id': 140044212, 'id_str': '140044212', 'indices': [253, 265]}], 'urls': []}",,en,,"Mumbai, India"
2,1243216937460482048,4889660393,@drashwathcn @deepolice12 sir you both are my favourite and most capable hero’s if any difference btw you both is very disappointing us and it will impact a lot on Karnataka. My humble request please coordinate each other and kill this killer corona. @mla_sudhakar @sriramulubjp,2020-03-26 16:43:10,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'drashwathcn', 'name': 'Dr. Ashwathnarayan C. N.', 'id': 2885971046, 'id_str': '2885971046', 'indices': [0, 12]}, {'screen_name': 'deepolice12', 'name': 'Bhaskar Rao IPS', 'id': 917060544, 'id_str': '917060544', 'indices': [13, 25]}, {'screen_name': 'mla_sudhakar', 'name': 'Dr Sudhakar K', 'id': 742801860914864128, 'id_str': '742801860914864128', 'indices': [251, 264]}, {'screen_name': 'sriramulubjp', 'name': 'B Sriramulu', 'id': 2926777939, 'id_str': '2926777939', 'indices': [265, 278]}], 'urls': []}",,en,,"Bengaluru, India"
3,1243216982897393665,1145281609412648965,"Corona is a Viral Virus...
But working as a family whole world is Anti-Virus 🌎🇮🇳🌎 https://t.co/JiUJOTRSTL",2020-03-26 16:43:21,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243216510283210752, 'id_str': '1243216510283210752', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1243216510283210752/pu/img/VDAnoLoZl4RG5ft-.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1243216510283210752/pu/img/VDAnoLoZl4RG5ft-.jpg', 'url': 'https://t.co/JiUJOTRSTL', 'display_url': 'pic.twitter.com/JiUJOTRSTL', 'expanded_url': 'https://twitter.com/Akanksh05490188/status/1243216982897393665/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]}",,en,,
4,1243217009980178438,2445184111,"#IndiaFightsCorona
In this environment of deteriorating circumstances, we have to work with great patience. 
We all have to fight together against an epidemic like Corona. This disease will cause us both mental and financial damage. 
But we have to be patient.",2020-03-26 16:43:27,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,gallery
5,1243217091001348097,15374654,"#Corona #virus is non living #protein nano particle. More people die in this world due to hunger,cancer,HIV, &amp; road accidents than #coronavirus. Act responsibly &amp; take precautions that’s all. Life &amp; death is God’s will &amp; not the domain of a protein #nanoparticle! @ndtv @PTI_News https://t.co/Pphv6Gh43J",2020-03-26 16:43:47,"{'hashtags': [{'text': 'Corona', 'indices': [0, 7]}, {'text': 'virus', 'indices': [8, 14]}, {'text': 'protein', 'indices': [29, 37]}, {'text': 'coronavirus', 'indices': [135, 147]}, {'text': 'nanoparticle', 'indices': [265, 278]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ndtv', 'name': 'NDTV', 'id': 37034483, 'id_str': '37034483', 'indices': [280, 285]}, {'screen_name': 'PTI_News', 'name': 'Press Trust of India', 'id': 245687754, 'id_str': '245687754', 'indices': [286, 295]}], 'urls': [], 'media': [{'id': 1243217084957331456, 'id_str': '1243217084957331456', 'indices': [296, 319], 'media_url': 'http://pbs.twimg.com/media/EUDLWheUEAAKtx9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUDLWheUEAAKtx9.jpg', 'url': 'https://t.co/Pphv6Gh43J', 'display_url': 'pic.twitter.com/Pphv6Gh43J', 'expanded_url': 'https://twitter.com/AbhishekVermaX/status/1243217091001348097/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 300, 'h': 180, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 300, 'h': 180, 'resize': 'fit'}, 'medium': {'w': 300, 'h': 180, 'resize': 'fit'}}}]}",,en,,"New Delhi, Delhi IN"
6,1243217093228507136,51406375,"What an anti-national this lady is, how can some spit venom all the time, just beyond wise imagination. #COVID2019 #COVIDー19 #CoronaVillains #Corona https://t.co/sDnDRJnClL",2020-03-26 16:43:47,"{'hashtags': [{'text': 'COVID2019', 'indices': [104, 114]}, {'text': 'COVIDー19', 'indices': [115, 124]}, {'text': 'CoronaVillains', 'indices': [125, 140]}, {'text': 'Corona', 'indices': [141, 148]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sDnDRJnClL', 'expanded_url': 'https://twitter.com/VidyaKrishnan/status/1243055823191805953', 'display_url': 'twitter.com/VidyaKrishnan/…', 'indices': [149, 172]}]}",,en,,India
7,1243217094264729600,2782161282,"Learn while you sit at home.
Register to learn a skill.
No registration fees!! 

https://t.co/T5h9W8u9d9

@spadelpu #spadelpu #spadekipathshala #webinar #online #learn #home #corona #narasimhapattapu https://t.co/b4a7rMnGfe",2020-03-26 16:43:47,"{'hashtags': [{'text': 'spadelpu', 'indices': [116, 125]}, {'text': 'spadekipathshala', 'indices': [126, 143]}, {'text': 'webinar', 'indices': [144, 152]}, {'text': 'online', 'indices': [153, 160]}, {'text': 'learn', 'indices': [161, 167]}, {'text': 'home', 'indices': [168, 173]}, {'text': 'corona', 'indices': [174, 181]}, {'text': 'narasimhapattapu', 'indices': [182, 199]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/T5h9W8u9d9', 'expanded_url': 'http://skp.spadelpu.com', 'display_url': 'skp.spadelpu.com', 'indices': [81, 104]}], 'media': [{'id': 1243217079114891267, 'id_str': '1243217079114891267', 'indices': [200, 223], 'media_url': 'http://pbs.twimg.com/media/EUDLWLtXgAMl0LY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUDLWLtXgAMl0LY.jpg', 'url': 'https://t.co/b4a7rMnGfe', 'display_url': 'pic.twitter.com/b4a7rMnGfe', 'expanded_url': 'https://twitter.com/Narasimha9948/status/1243217094264729600/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1280, 'h': 1280, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}",,en,,Jangareddygudem
8,1243217097246687233,591552510,Good👏👏👏 https://t.co/7SDE2N0mVl,2020-03-26 16:43:48,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7SDE2N0mVl', 'expanded_url': 'https://twitter.com/xsanskriti/status/1243118998599790592', 'display_url': 'twitter.com/xsanskriti/sta…', 'indices': [8, 31]}]}",,en,,INDIA
9,1243217106876817408,91355149,@khanumarfa People are aware of the economic consequences of corona pandemic. At this time saving lives is more important than economics. But you and your expert probably don’t understand that.,2020-03-26 16:43:50,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'khanumarfa', 'name': 'Arfa Khanum Sherwani', 'id': 113571686, 'id_str': '113571686', 'indices': [0, 11]}], 'urls': []}",,en,,
10,1243217233326870530,10307642,I am sure many of us are dealing with concerns while some looking at how we can contribute remotely. Let us come together to think together. This doesn’t seem to be ending soon. #corona #design #thinktogether https://t.co/R2mROceCrg,2020-03-26 16:44:20,"{'hashtags': [{'text': 'corona', 'indices': [178, 185]}, {'text': 'design', 'indices': [186, 193]}, {'text': 'thinktogether', 'indices': [194, 208]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/R2mROceCrg', 'expanded_url': 'https://twitter.com/ADIPune/status/1243207263956930564', 'display_url': 'twitter.com/ADIPune/status…', 'indices': [209, 232]}]}",,en,,India
11,1243217265945804800,1326469580,"Hence proved that @CEOAndhra took right decision postponing #aplocalbodyelections . 

Thank you MR Ramesh kumar garu for saving us from corona . If you haven’t postponed, we can’t even imagine what should have happen now . 

#ThankYouRameshKumarGaru https://t.co/KDCyHoenp3",2020-03-26 16:44:28,"{'hashtags': [{'text': 'aplocalbodyelections', 'indices': [60, 81]}, {'text': 'ThankYouRameshKumarGaru', 'indices': [225, 249]}], 'symbols': [], 'user_mentions': [{'screen_name': 'CEOAndhra', 'name': 'Chief Electoral Officer, Andhra Pradesh', 'id': 1047812948683513856, 'id_str': '1047812948683513856', 'indices': [18, 28]}], 'urls': [{'url': 'https://t.co/KDCyHoenp3', 'expanded_url': 'https://twitter.com/AndhraPradeshCM/status/1243204395690409984', 'display_url': 'twitter.com/AndhraPradeshC…', 'indices': [250, 273]}]}",,en,,"Vishakhapatnam, Andhra pradesh"
12,1243217432744824833,804437582297722880,"@KTRTRS @TelanganaCMO @TelanganaDGP @hydcitypolice Hello Sir, We can see most of the Sanitation workers and Police dept officials are doing their duties without any mask or hand sanitizers. Please provide them Masks daily in order to protect them selves and citizens from Corona🙏",2020-03-26 16:45:08,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KTRTRS', 'name': 'KTR', 'id': 118787224, 'id_str': '118787224', 'indices': [0, 7]}, {'screen_name': 'TelanganaCMO', 'name': 'Telangana CMO', 'id': 2558684335, 'id_str': '2558684335', 'indices': [8, 21]}, {'screen_name': 'TelanganaDGP', 'name': 'DGP TELANGANA POLICE', 'id': 4832563445, 'id_str': '4832563445', 'indices': [22, 35]}, {'screen_name': 'hydcitypolice', 'name': 'Hyderabad City Police', 'id': 2842306788, 'id_str': '2842306788', 'indices': [36, 50]}], 'urls': []}",,en,,"Hyderabad, India"
13,1243217444782706690,984697998,"@HuaweiEnt Boycott China, Boycott Chinese products, #Corona virus is #ChinaVirus #ChineseVirus19",2020-03-26 16:45:11,"{'hashtags': [{'text': 'Corona', 'indices': [52, 59]}, {'text': 'ChinaVirus', 'indices': [69, 80]}, {'text': 'ChineseVirus19', 'indices': [81, 96]}], 'symbols': [], 'user_mentions': [{'screen_name': 'HuaweiEnt', 'name': 'Huawei Enterprise', 'id': 358108746, 'id_str': '358108746', 'indices': [0, 10]}], 'urls': []}",,en,,Ahmedabad 
14,1243217463891972097,1122888329458880512,@Suhelseth ICJ must investigate the matter that how the Corona Virus have spread worldwide and which country is responsible for spreading and as per law of International court proper justice must be taken.,2020-03-26 16:45:15,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Suhelseth', 'name': 'SUHEL SETH', 'id': 37168231, 'id_str': '37168231', 'indices': [0, 10]}], 'urls': []}",,en,,
15,1243217650420834304,917226902842073090,"#askzeenews For corona testing, we need real time pcr machine, presently testing centers have 1or 2 pcr machine. So why not our different molecular, biotechnological or IIT'S institutes provide such machine to different centers in human welfare. This is just a kind appeal.",2020-03-26 16:46:00,"{'hashtags': [{'text': 'askzeenews', 'indices': [0, 11]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,"Aligarh, India"
16,1243217767005712384,350121469,Stop calling it #DelhiRiots it's #statesponseredpogrom like #2002 https://t.co/B6aZYOu5iY,2020-03-26 16:46:28,"{'hashtags': [{'text': 'DelhiRiots', 'indices': [16, 27]}, {'text': 'statesponseredpogrom', 'indices': [33, 54]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/B6aZYOu5iY', 'expanded_url': 'https://twitter.com/YRDeshmukh/status/1243214200572391425', 'display_url': 'twitter.com/YRDeshmukh/sta…', 'indices': [66, 89]}]}",,en,,"Delhi, India"
17,1243217875579494403,115424635,"Since we don't have any vaccine for Corona Viruses, a person can be infected more than once from these deadly viruses. Beware &amp; be very very careful. #StayHomeStaySafe #fightagainstcorona #FightAgainstCOVID19 @ZeeNews @ZeeNewsHindi https://t.co/csS8FpG3Sy",2020-03-26 16:46:54,"{'hashtags': [{'text': 'StayHomeStaySafe', 'indices': [154, 171]}, {'text': 'fightagainstcorona', 'indices': [172, 191]}, {'text': 'FightAgainstCOVID19', 'indices': [192, 212]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ZeeNews', 'name': 'Zee News', 'id': 461841349, 'id_str': '461841349', 'indices': [213, 221]}], 'urls': [], 'media': [{'id': 1243217859745943552, 'id_str': '1243217859745943552', 'indices': [236, 259], 'media_url': 'http://pbs.twimg.com/media/EUDMDnyUEAA2HRN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUDMDnyUEAA2HRN.jpg', 'url': 'https://t.co/csS8FpG3Sy', 'display_url': 'pic.twitter.com/csS8FpG3Sy', 'expanded_url': 'https://twitter.com/PranjanRajmedhi/status/1243217875579494403/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 547, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 310, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 934, 'resize': 'fit'}}}]}",,en,,"Guwahati, Assam"
18,1243218211174322181,1158605086781784064,"@bhash dear mr. Aggarwal, in this tough time of corona virus lockdown of india, we the drivers of your company seeking help from your side to survive. As you know its very difficult to us for survive so many days. Please help us.",2020-03-26 16:48:14,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bhash', 'name': 'Bhavish Aggarwal', 'id': 16489912, 'id_str': '16489912', 'indices': [0, 6]}], 'urls': []}",,en,,"Faridabad, India"
19,1243218217176190976,77730690,Valid issues raised by @pawanvarma doable as well! https://t.co/S2WHW0nntN,2020-03-26 16:48:15,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'pawanvarma', 'name': 'Pawan Varma', 'id': 44077450, 'id_str': '44077450', 'indices': [23, 34]}], 'urls': [{'url': 'https://t.co/S2WHW0nntN', 'expanded_url': 'https://twitter.com/republic/status/1243211653962797056', 'display_url': 'twitter.com/republic/statu…', 'indices': [51, 74]}]}",,en,,Noida
20,1243218244996960256,1229134894032252928,"Military has been called in Chicago, New York and other states to keep people home. Corona cases in USA have crossed 50,000. It’s getting serious.Coronavirus New York @aajtak @NashikNews @PMOIndia @p https://t.co/F0WxhwZutG",2020-03-26 16:48:22,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aajtak', 'name': 'AajTak', 'id': 42606652, 'id_str': '42606652', 'indices': [167, 174]}, {'screen_name': 'NashikNews', 'name': 'NashikNews™', 'id': 128479646, 'id_str': '128479646', 'indices': [175, 186]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [187, 196]}, {'screen_name': 'p', 'name': 'paolo i.', 'id': 11046, 'id_str': '11046', 'indices': [197, 199]}], 'urls': [], 'media': [{'id': 1243217932429090816, 'id_str': '1243217932429090816', 'indices': [200, 223], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1243217932429090816/pu/img/h7xxzrqGqyT9vCSM.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1243217932429090816/pu/img/h7xxzrqGqyT9vCSM.jpg', 'url': 'https://t.co/F0WxhwZutG', 'display_url': 'pic.twitter.com/F0WxhwZutG', 'expanded_url': 'https://twitter.com/ShirishKawale1/status/1243218244996960256/video/1', 'type': 'photo', 'sizes': {'medium': {'w': 640, 'h': 1136, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 640, 'h': 1136, 'resize': 'fit'}}}]}",,en,,
21,1243218277049839617,1540680680,#Lockdown21 #IndiaBattlesCoronavirus #21daylockdown #CoronavirusLockdown #COVID2019 #StayHome Social distance is necessary to fight against corona virus.please stay home and stay healthy don't go out Ghar par hi rahe Sab log,2020-03-26 16:48:29,"{'hashtags': [{'text': 'Lockdown21', 'indices': [0, 11]}, {'text': 'IndiaBattlesCoronavirus', 'indices': [12, 36]}, {'text': '21daylockdown', 'indices': [37, 51]}, {'text': 'CoronavirusLockdown', 'indices': [52, 72]}, {'text': 'COVID2019', 'indices': [73, 83]}, {'text': 'StayHome', 'indices': [84, 93]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,"Ahmadabad City, India"
22,1243218311837450240,2640358081,"The people should sincerely follow this and understand the meaning of Social distancing in true sense and should also make their family memmbers specially young guys to understand the meaning and its consequences. A great movement against Corona Virus, Saab. A great attitude. https://t.co/FoKkIdmtq1",2020-03-26 16:48:38,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FoKkIdmtq1', 'expanded_url': 'https://twitter.com/anupkumarsahoo/status/1243001620981374976', 'display_url': 'twitter.com/anupkumarsahoo…', 'indices': [277, 300]}]}",,en,,"Bargarh, India"
23,1243218316925104129,349679675,@cricbuzz Yes. But only if corona virus effects finishes.,2020-03-26 16:48:39,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'cricbuzz', 'name': 'Cricbuzz', 'id': 14251256, 'id_str': '14251256', 'indices': [0, 9]}], 'urls': []}",,en,,Jamshedpur
24,1243218371836968961,804437582297722880,@BTR_KTR @Dattatreya @bandisanjay_bjp @PMOIndia @KTRoffice 🙏🙏 Please look in to this and save the officers as it is very important. https://t.co/1R5xXtVzJI,2020-03-26 16:48:52,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BTR_KTR', 'name': 'Thirupathi bandari', 'id': 541625472, 'id_str': '541625472', 'indices': [0, 8]}, {'screen_name': 'Dattatreya', 'name': 'Bandaru Dattatreya', 'id': 3261056648, 'id_str': '3261056648', 'indices': [9, 20]}, {'screen_name': 'bandisanjay_bjp', 'name': 'Bandi Sanjay Kumar', 'id': 721992033921990656, 'id_str': '721992033921990656', 'indices': [21, 37]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [38, 47]}, {'screen_name': 'KTRoffice', 'name': 'Office of KTR', 'id': 857093639624945672, 'id_str': '857093639624945672', 'indices': [48, 58]}], 'urls': [{'url': 'https://t.co/1R5xXtVzJI', 'expanded_url': 'https://twitter.com/sandeepkredy/status/1243217432744824833', 'display_url': 'twitter.com/sandeepkredy/s…', 'indices': [132, 155]}]}",,en,,"Hyderabad, India"
25,1243218526220894210,723815792,@Jago_Bharati Even large malls like Infinity have huge empty spaces that can be used in #Mumbai to administer healthacre to combat #Corona,2020-03-26 16:49:29,"{'hashtags': [{'text': 'Mumbai', 'indices': [88, 95]}, {'text': 'Corona', 'indices': [131, 138]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Jago_Bharati', 'name': 'जय हिन्द', 'id': 1264268972, 'id_str': '1264268972', 'indices': [0, 13]}], 'urls': []}",,en,,India
26,1243218536924770306,887314293686845441,Korea lives in the future! BUT WTF THIS IS SO CREEPY https://t.co/haqXAgLAQq,2020-03-26 16:49:31,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/haqXAgLAQq', 'expanded_url': 'https://twitter.com/SHAKTHISHREEDH2/status/1243122897394249729', 'display_url': 'twitter.com/SHAKTHISHREEDH…', 'indices': [53, 76]}]}",,en,,India
27,1243218696568475649,48451209,"#Lockdown Ke side effects ! 

:
:
:
:
:
#Quarantine #corona #virus #covid19 #covid #covid_19 #covid19memes #thekhushbookapoor #khushbookapoor @ India https://t.co/EZZqitU8gh",2020-03-26 16:50:09,"{'hashtags': [{'text': 'Lockdown', 'indices': [0, 9]}, {'text': 'Quarantine', 'indices': [40, 51]}, {'text': 'corona', 'indices': [52, 59]}, {'text': 'virus', 'indices': [60, 66]}, {'text': 'covid19', 'indices': [67, 75]}, {'text': 'covid', 'indices': [76, 82]}, {'text': 'covid_19', 'indices': [83, 92]}, {'text': 'covid19memes', 'indices': [93, 106]}, {'text': 'thekhushbookapoor', 'indices': [107, 125]}, {'text': 'khushbookapoor', 'indices': [126, 141]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EZZqitU8gh', 'expanded_url': 'https://www.instagram.com/p/B-M62dIhoYg/?igshid=1xv7vq8mqfpj5', 'display_url': 'instagram.com/p/B-M62dIhoYg/…', 'indices': [150, 173]}]}",,en,,India
28,1243218719838318593,61407168,"And the Corona infection toll crosses the 5 lakh mark ...God Heal the World 🙏
#PrayForHumanBeings #PrayForTheWorld #Prayers #COVID2019 #Corona #Crisis2020 https://t.co/678HUOvV1p",2020-03-26 16:50:15,"{'hashtags': [{'text': 'PrayForHumanBeings', 'indices': [78, 97]}, {'text': 'PrayForTheWorld', 'indices': [98, 114]}, {'text': 'Prayers', 'indices': [115, 123]}, {'text': 'COVID2019', 'indices': [124, 134]}, {'text': 'Corona', 'indices': [135, 142]}, {'text': 'Crisis2020', 'indices': [143, 154]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/678HUOvV1p', 'expanded_url': 'https://twitter.com/Rntk____/status/1243212072491466752', 'display_url': 'twitter.com/Rntk____/statu…', 'indices': [155, 178]}]}",,en,,"Gurgaon, India"
29,1243218992321486848,65673617,HEARTBREAKING! 8 month old infant tests positive for #CoronaVirus in Srinagar! Trabel history : Saudi Arabia. This is the youngest novel corona virus patient in India 😔 #Covid19India https://t.co/OWFv38tiRY,2020-03-26 16:51:20,"{'hashtags': [{'text': 'CoronaVirus', 'indices': [53, 65]}, {'text': 'Covid19India', 'indices': [169, 182]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OWFv38tiRY', 'expanded_url': 'https://twitter.com/Milan_reports/status/1242864469018947586', 'display_url': 'twitter.com/Milan_reports/…', 'indices': [183, 206]}]}",,en,,Earth
30,1243219060659118081,771813582,Why is the congi prince silent? Is he busy in Waynad fighting corona with the people there?,2020-03-26 16:51:36,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,India
31,1243219603171332096,4273305207,"#Corona or no Corona.....The party must go on ! What do you do with this janta ?😞

I guess the video must be before the #Lockdown21 ! https://t.co/G7SJZrOC4k",2020-03-26 16:53:45,"{'hashtags': [{'text': 'Corona', 'indices': [0, 7]}, {'text': 'Lockdown21', 'indices': [120, 131]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243219474158718977, 'id_str': '1243219474158718977', 'indices': [134, 157], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1243219474158718977/pu/img/TBb45EDfz94kf9In.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1243219474158718977/pu/img/TBb45EDfz94kf9In.jpg', 'url': 'https://t.co/G7SJZrOC4k', 'display_url': 'pic.twitter.com/G7SJZrOC4k', 'expanded_url': 'https://twitter.com/ramanmann1974/status/1243219603171332096/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 432, 'h': 240, 'resize': 'fit'}, 'large': {'w': 432, 'h': 240, 'resize': 'fit'}, 'small': {'w': 432, 'h': 240, 'resize': 'fit'}}}]}",,en,,Delhi/Punjab/Haryana/West U.P
32,1243219705025851393,2491456554,@MamataOfficial Didi pls let me know where to donate for your exclusive work with respect to corona virus. Hats off to you. What I saw today in the TV was extremely unbelievable - a CZm of state drawing ka man Rekha to teach people to keep distance🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,2020-03-26 16:54:10,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MamataOfficial', 'name': 'Mamata Banerjee', 'id': 2526794479, 'id_str': '2526794479', 'indices': [0, 15]}], 'urls': []}",,en,,kolkata
33,1243219895724257281,1158605086781784064,"@Uber_India dear Uber, as you know because of corona lockdown, we the drivers are facing a very difficult time as there is no particular help from the authorities. As we are working with you people, please help us to survive,  on humanitarian ground. Seeing towards you. Thanks.",2020-03-26 16:54:55,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Uber_India', 'name': 'Uber India', 'id': 1969337858, 'id_str': '1969337858', 'indices': [0, 11]}], 'urls': []}",,en,,"Faridabad, India"
34,1243219942113021958,2936614340,"@SrBachchan
Money donated by Farzi Deshbhakt
to help Indian fight Corona 

Amitabh Bachchan -  0 

Shame on these hypocrites 

#ReliefPackage",2020-03-26 16:55:06,"{'hashtags': [{'text': 'ReliefPackage', 'indices': [127, 141]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SrBachchan', 'name': 'Amitabh Bachchan', 'id': 145125358, 'id_str': '145125358', 'indices': [0, 11]}], 'urls': []}",,en,,Rewari Haryana India
35,1243220067241738240,3680354534,These people deserve worse than Corona :| https://t.co/i9QTjB8on8,2020-03-26 16:55:36,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/i9QTjB8on8', 'expanded_url': 'https://twitter.com/Nitivish214/status/1243185095114022912', 'display_url': 'twitter.com/Nitivish214/st…', 'indices': [42, 65]}]}",,en,,"New Delhi, India"
36,1243220132589006850,26156569,"Kudos to @Naveen_Odisha for another exemplary step to fight #COVID2019. When #IndiaFightsCorona, #Odisha government is ready to set up country's biggest hospital for corona patients.  Service to start in 15days. 
#IndiaFightsCOVID19 
#StayHome 
#coronavirusindia https://t.co/ugBkt1ejhH",2020-03-26 16:55:52,"{'hashtags': [{'text': 'COVID2019', 'indices': [60, 70]}, {'text': 'IndiaFightsCorona', 'indices': [77, 95]}, {'text': 'Odisha', 'indices': [97, 104]}, {'text': 'IndiaFightsCOVID19', 'indices': [213, 232]}, {'text': 'StayHome', 'indices': [234, 243]}, {'text': 'coronavirusindia', 'indices': [245, 262]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Naveen_Odisha', 'name': 'Naveen Patnaik', 'id': 3489768920, 'id_str': '3489768920', 'indices': [9, 23]}], 'urls': [{'url': 'https://t.co/ugBkt1ejhH', 'expanded_url': 'https://twitter.com/Suhelseth/status/1243127040850755585', 'display_url': 'twitter.com/Suhelseth/stat…', 'indices': [263, 286]}]}",,en,,Delhi
